OBJECTID,visited_status,recycling_time_visited,rubbish_time_visited
14612,RUBBISH,,2021-06-19 13:57:35
14614,RUBBISH,,2021-06-19 13:57:34
14617,RUBBISH,,2021-06-19 16:05:52
14623,RUBBISH,,2021-06-19 11:39:06
14624,RUBBISH,,2021-06-19 11:38:50
14625,RUBBISH,,2021-06-19 12:12:50
14628,RUBBISH,,2021-06-19 11:57:57
14630,RUBBISH,,2021-06-19 11:48:09
14631,RUBBISH,,2021-06-19 12:11:53
14632,RUBBISH,,2021-06-19 12:12:08
14633,RUBBISH,,2021-06-19 11:38:34
14634,RUBBISH,,2021-06-19 11:38:18
14639,RUBBISH,,2021-06-19 12:15:29
14640,RUBBISH,,2021-06-19 12:15:28
14654,RUBBISH,,2021-06-19 17:54:54
14669,RUBBISH,,2021-06-19 13:15:52
14695,RUBBISH,,2021-06-19 13:56:35
14744,RUBBISH,,2021-06-19 12:18:56
14745,RUBBISH,,2021-06-19 12:18:40
14746,RUBBISH,,2021-06-19 13:50:02
14749,RUBBISH,,2021-06-19 14:15:41
15009,RUBBISH,,2021-06-19 17:55:46
15010,RUBBISH,,2021-06-19 17:56:01
15046,RUBBISH,,2021-06-19 15:32:55
15144,RUBBISH,,2021-06-19 14:05:32
15251,RUBBISH,,2021-06-19 16:47:47
15252,RUBBISH,,2021-06-19 16:47:46
15253,RUBBISH,,2021-06-19 16:47:31
15255,RUBBISH,,2021-06-19 13:17:47
15257,RUBBISH,,2021-06-19 13:04:34
15258,RUBBISH,,2021-06-19 14:25:45
15259,RUBBISH,,2021-06-19 14:08:32
15260,RUBBISH,,2021-06-19 14:02:37
15261,RUBBISH,,2021-06-19 13:41:11
15262,RUBBISH,,2021-06-19 16:48:02
15263,RUBBISH,,2021-06-19 14:26:00
15265,RUBBISH,,2021-06-19 14:26:16
15266,RUBBISH,,2021-06-19 13:28:59
15267,RUBBISH,,2021-06-19 14:26:31
15268,RUBBISH,,2021-06-19 14:31:11
15271,RUBBISH,,2021-06-19 11:41:56
15272,RUBBISH,,2021-06-19 14:31:03
15273,RUBBISH,,2021-06-19 13:42:38
15274,RUBBISH,,2021-06-19 14:29:39
15275,RUBBISH,,2021-06-19 12:05:35
15276,RUBBISH,,2021-06-19 14:28:07
15277,RUBBISH,,2021-06-19 13:39:17
15279,RUBBISH,,2021-06-19 13:10:10
15281,RUBBISH,,2021-06-19 13:12:09
15282,RUBBISH,,2021-06-19 12:50:13
15283,RUBBISH,,2021-06-19 14:13:48
15284,RUBBISH,,2021-06-19 14:13:33
15285,RUBBISH,,2021-06-19 14:12:32
15286,RUBBISH,,2021-06-19 13:19:52
15287,RUBBISH,,2021-06-19 13:19:37
15288,RUBBISH,,2021-06-19 13:10:22
15289,RUBBISH,,2021-06-19 13:16:47
15290,RUBBISH,,2021-06-19 12:44:39
15294,RUBBISH,,2021-06-19 12:43:22
16539,RUBBISH,,2021-06-19 14:29:21
16546,RUBBISH,,2021-06-19 12:22:33
16589,RUBBISH,,2021-06-19 13:27:52
16900,RUBBISH,,2021-06-19 12:49:51
16933,RUBBISH,,2021-06-19 13:48:09
16934,RUBBISH,,2021-06-19 13:48:25
16935,RUBBISH,,2021-06-19 12:55:14
16941,RUBBISH,,2021-06-19 12:48:19
16942,RUBBISH,,2021-06-19 12:51:08
16945,RUBBISH,,2021-06-19 14:37:31
16984,RUBBISH,,2021-06-19 13:09:44
16986,RUBBISH,,2021-06-19 14:37:46
16988,RUBBISH,,2021-06-19 12:13:22
16989,RUBBISH,,2021-06-19 12:13:07
16991,RUBBISH,,2021-06-19 12:12:35
16996,RUBBISH,,2021-06-19 14:38:48
16997,RUBBISH,,2021-06-19 14:53:24
16998,RUBBISH,,2021-06-19 12:59:04
17001,RUBBISH,,2021-06-19 14:53:09
17002,RUBBISH,,2021-06-19 14:19:10
17004,RUBBISH,,2021-06-19 14:39:03
17005,RUBBISH,,2021-06-19 14:40:50
17006,RUBBISH,,2021-06-19 14:06:04
17007,RUBBISH,,2021-06-19 14:13:00
17011,RUBBISH,,2021-06-19 12:57:01
17014,RUBBISH,,2021-06-19 12:56:30
17015,RUBBISH,,2021-06-19 12:56:15
17043,RUBBISH,,2021-06-19 14:16:19
17044,RUBBISH,,2021-06-19 11:59:42
17066,RUBBISH,,2021-06-19 17:04:40
17068,RUBBISH,,2021-06-19 17:38:35
17075,RUBBISH,,2021-06-19 13:15:29
17076,RUBBISH,,2021-06-19 13:20:37
17077,RUBBISH,,2021-06-19 17:00:34
17078,RUBBISH,,2021-06-19 13:20:52
17079,RUBBISH,,2021-06-19 17:01:20
17080,RUBBISH,,2021-06-19 17:43:27
17086,RUBBISH,,2021-06-19 13:30:27
17087,RUBBISH,,2021-06-19 12:28:07
17088,RUBBISH,,2021-06-19 12:37:36
17095,RUBBISH,,2021-06-19 14:17:28
17097,RUBBISH,,2021-06-19 14:17:05
17107,RUBBISH,,2021-06-19 12:51:07
17109,RUBBISH,,2021-06-19 12:49:50
17111,RUBBISH,,2021-06-19 18:14:34
17112,RUBBISH,,2021-06-19 18:14:49
17113,RUBBISH,,2021-06-19 18:15:12
17114,RUBBISH,,2021-06-19 12:32:10
17115,RUBBISH,,2021-06-19 18:00:55
17117,RUBBISH,,2021-06-19 13:02:40
17118,RUBBISH,,2021-06-19 12:51:39
17119,RUBBISH,,2021-06-19 12:51:24
17123,RUBBISH,,2021-06-19 14:11:16
17124,RUBBISH,,2021-06-19 18:13:56
17125,RUBBISH,,2021-06-19 18:14:11
17129,RUBBISH,,2021-06-19 12:13:38
17132,RUBBISH,,2021-06-19 14:18:52
17134,RUBBISH,,2021-06-19 14:27:34
17137,RUBBISH,,2021-06-19 12:12:51
17140,RUBBISH,,2021-06-19 13:08:58
17153,RUBBISH,,2021-06-19 13:08:11
17154,RUBBISH,,2021-06-19 13:08:03
17155,RUBBISH,,2021-06-19 13:07:56
17192,RUBBISH,,2021-06-19 12:51:08
17194,RUBBISH,,2021-06-19 12:56:16
17195,RUBBISH,,2021-06-19 14:11:01
17196,RUBBISH,,2021-06-19 14:10:45
17202,RUBBISH,,2021-06-19 14:00:30
17203,RUBBISH,,2021-06-19 14:09:59
17463,RUBBISH,,2021-06-19 12:57:32
17465,RUBBISH,,2021-06-19 13:53:17
17466,RUBBISH,,2021-06-19 14:04:33
17467,RUBBISH,,2021-06-19 18:02:38
17468,RUBBISH,,2021-06-19 18:04:56
17469,RUBBISH,,2021-06-19 13:54:49
17480,RUBBISH,,2021-06-19 18:00:54
17500,RUBBISH,,2021-06-19 14:18:24
17501,RUBBISH,,2021-06-19 12:59:50
17502,RUBBISH,,2021-06-19 14:18:09
17503,RUBBISH,,2021-06-19 14:17:53
17506,RUBBISH,,2021-06-19 13:33:44
17507,RUBBISH,,2021-06-19 14:16:52
17508,RUBBISH,,2021-06-19 14:17:07
17509,RUBBISH,,2021-06-19 14:12:14
17510,RUBBISH,,2021-06-19 14:05:34
17511,RUBBISH,,2021-06-19 14:11:15
17512,RUBBISH,,2021-06-19 18:01:05
17513,RUBBISH,,2021-06-19 18:01:20
17514,RUBBISH,,2021-06-19 15:42:06
17515,RUBBISH,,2021-06-19 14:33:31
17516,RUBBISH,,2021-06-19 14:30:42
17517,RUBBISH,,2021-06-19 17:42:23
17518,RUBBISH,,2021-06-19 17:42:38
17519,RUBBISH,,2021-06-19 15:38:46
17520,RUBBISH,,2021-06-19 17:42:53
17553,RUBBISH,,2021-06-19 12:12:04
17554,RUBBISH,,2021-06-19 12:12:20
17557,RUBBISH,,2021-06-19 14:38:17
17558,RUBBISH,,2021-06-19 14:38:02
17559,RUBBISH,,2021-06-19 13:10:00
17561,RUBBISH,,2021-06-19 13:11:02
17564,RUBBISH,,2021-06-19 13:11:25
17565,RUBBISH,,2021-06-19 14:06:20
17567,RUBBISH,,2021-06-19 14:06:35
17574,RUBBISH,,2021-06-19 13:12:37
17575,RUBBISH,,2021-06-19 14:27:49
17576,RUBBISH,,2021-06-19 14:28:51
17578,RUBBISH,,2021-06-19 12:46:16
17579,RUBBISH,,2021-06-19 12:46:31
17580,RUBBISH,,2021-06-19 12:47:17
17581,RUBBISH,,2021-06-19 12:49:36
17582,RUBBISH,,2021-06-19 13:02:25
17583,RUBBISH,,2021-06-19 12:57:17
17589,RUBBISH,,2021-06-19 12:37:03
17591,RUBBISH,,2021-06-19 12:37:18
17592,RUBBISH,,2021-06-19 12:50:07
17593,RUBBISH,,2021-06-19 12:49:51
17594,RUBBISH,,2021-06-19 14:12:48
17595,RUBBISH,,2021-06-19 14:12:18
17598,RUBBISH,,2021-06-19 17:43:12
17599,RUBBISH,,2021-06-19 17:42:41
17600,RUBBISH,,2021-06-19 13:06:15
17601,RUBBISH,,2021-06-19 17:42:26
17602,RUBBISH,,2021-06-19 17:42:10
17603,RUBBISH,,2021-06-19 17:20:52
17604,RUBBISH,,2021-06-19 13:08:02
17605,RUBBISH,,2021-06-19 17:29:51
17609,RUBBISH,,2021-06-19 17:00:18
17611,RUBBISH,,2021-06-19 14:41:30
17612,RUBBISH,,2021-06-19 17:02:52
17613,RUBBISH,,2021-06-19 17:02:37
17620,RUBBISH,,2021-06-19 14:08:27
17621,RUBBISH,,2021-06-19 13:51:48
17622,RUBBISH,,2021-06-19 14:10:15
17623,RUBBISH,,2021-06-19 14:10:30
17625,RUBBISH,,2021-06-19 13:42:50
17626,RUBBISH,,2021-06-19 14:01:47
17627,RUBBISH,,2021-06-19 14:01:32
17629,RUBBISH,,2021-06-19 13:57:26
17630,RUBBISH,,2021-06-19 14:02:03
17631,RUBBISH,,2021-06-19 14:02:18
17634,RUBBISH,,2021-06-19 13:07:25
17635,RUBBISH,,2021-06-19 13:53:24
17636,RUBBISH,,2021-06-19 13:52:38
17654,RUBBISH,,2021-06-19 12:29:24
17708,RUBBISH,,2021-06-19 13:57:22
17709,RUBBISH,,2021-06-19 13:54:48
17712,RUBBISH,,2021-06-19 12:51:23
17713,RUBBISH,,2021-06-19 13:53:16
17714,RUBBISH,,2021-06-19 13:50:58
17716,RUBBISH,,2021-06-19 13:45:36
17719,RUBBISH,,2021-06-19 13:38:26
17770,RUBBISH,,2021-06-19 13:08:27
17771,RUBBISH,,2021-06-19 13:08:42
17823,RUBBISH,,2021-06-19 12:50:22
17830,RUBBISH,,2021-06-19 12:38:52
17853,RUBBISH,,2021-06-19 14:06:50
17854,RUBBISH,,2021-06-19 14:07:21
17855,RUBBISH,,2021-06-19 12:14:09
17877,RUBBISH,,2021-06-19 12:24:14
17914,RUBBISH,,2021-06-19 12:35:18
17979,RUBBISH,,2021-06-19 12:38:36
18336,RUBBISH,,2021-06-19 13:44:59
18451,RUBBISH,,2021-06-19 13:41:55
18454,RUBBISH,,2021-06-19 13:31:44
18455,RUBBISH,,2021-06-19 13:40:54
18456,RUBBISH,,2021-06-19 13:39:52
18460,RUBBISH,,2021-06-19 13:21:58
18463,RUBBISH,,2021-06-19 13:25:38
18466,RUBBISH,,2021-06-19 13:32:29
18468,RUBBISH,,2021-06-19 13:24:17
18469,RUBBISH,,2021-06-19 14:37:23
18470,RUBBISH,,2021-06-19 16:43:23
18471,RUBBISH,,2021-06-19 13:01:15
18472,RUBBISH,,2021-06-19 14:30:13
18473,RUBBISH,,2021-06-19 16:44:24
18474,RUBBISH,,2021-06-19 14:31:30
18477,RUBBISH,,2021-06-19 14:33:02
18479,RUBBISH,,2021-06-19 14:31:45
18481,RUBBISH,,2021-06-19 16:42:22
18482,RUBBISH,,2021-06-19 16:38:19
18486,RUBBISH,,2021-06-19 16:39:19
18490,RUBBISH,,2021-06-19 14:11:52
18491,RUBBISH,,2021-06-19 14:18:58
18499,RUBBISH,,2021-06-19 12:49:21
18500,RUBBISH,,2021-06-19 15:03:44
18518,RUBBISH,,2021-06-19 14:14:29
18558,RUBBISH,,2021-06-19 13:38:51
18620,RUBBISH,,2021-06-19 14:04:18
18828,RUBBISH,,2021-06-19 12:56:59
18833,RUBBISH,,2021-06-19 12:42:36
18836,RUBBISH,,2021-06-19 12:40:02
18837,RUBBISH,,2021-06-19 12:52:37
18839,RUBBISH,,2021-06-19 12:48:15
18843,RUBBISH,,2021-06-19 12:59:17
18844,RUBBISH,,2021-06-19 13:03:09
18849,RUBBISH,,2021-06-19 13:05:58
18850,RUBBISH,,2021-06-19 13:07:15
18856,RUBBISH,,2021-06-19 13:03:55
18862,RUBBISH,,2021-06-19 12:56:28
18863,RUBBISH,,2021-06-19 13:12:22
18866,RUBBISH,,2021-06-19 13:11:52
18867,RUBBISH,,2021-06-19 13:12:07
18872,RUBBISH,,2021-06-19 13:12:38
18874,RUBBISH,,2021-06-19 13:28:33
18875,RUBBISH,,2021-06-19 13:28:02
18876,RUBBISH,,2021-06-19 13:33:10
18878,RUBBISH,,2021-06-19 13:39:35
18882,RUBBISH,,2021-06-19 13:16:29
18884,RUBBISH,,2021-06-19 13:16:14
18892,RUBBISH,,2021-06-19 13:15:58
18899,RUBBISH,,2021-06-19 13:14:26
18903,RUBBISH,,2021-06-19 13:13:55
18904,RUBBISH,,2021-06-19 13:14:11
18905,RUBBISH,,2021-06-19 13:22:54
18906,RUBBISH,,2021-06-19 13:14:42
18907,RUBBISH,,2021-06-19 13:15:43
18932,RUBBISH,,2021-06-19 14:29:08
18941,RUBBISH,,2021-06-19 12:43:38
18943,RUBBISH,,2021-06-19 13:13:09
18944,RUBBISH,,2021-06-19 12:27:13
18945,RUBBISH,,2021-06-19 13:12:53
18984,RUBBISH,,2021-06-19 14:24:32
18985,RUBBISH,,2021-06-19 14:22:14
18989,RUBBISH,,2021-06-19 14:26:20
18990,RUBBISH,,2021-06-19 14:30:11
18992,RUBBISH,,2021-06-19 14:33:00
18993,RUBBISH,,2021-06-19 14:32:14
18994,RUBBISH,,2021-06-19 14:38:08
18995,RUBBISH,,2021-06-19 14:38:38
19002,RUBBISH,,2021-06-19 14:40:57
19003,RUBBISH,,2021-06-19 14:49:10
19009,RUBBISH,,2021-06-19 14:54:48
19010,RUBBISH,,2021-06-19 16:23:20
19011,RUBBISH,,2021-06-19 14:58:39
19036,RUBBISH,,2021-06-19 15:10:43
19037,RUBBISH,,2021-06-19 15:00:58
19038,RUBBISH,,2021-06-19 15:09:41
19039,RUBBISH,,2021-06-19 12:43:02
19044,RUBBISH,,2021-06-19 15:14:49
19049,RUBBISH,,2021-06-19 13:03:57
19054,RUBBISH,,2021-06-19 13:04:58
19056,RUBBISH,,2021-06-19 13:25:21
19057,RUBBISH,,2021-06-19 13:32:02
19060,RUBBISH,,2021-06-19 13:19:12
19061,RUBBISH,,2021-06-19 13:18:42
19064,RUBBISH,,2021-06-19 13:35:07
19067,RUBBISH,,2021-06-19 13:36:24
19069,RUBBISH,,2021-06-19 13:42:18
19119,RUBBISH,,2021-06-19 13:08:02
19120,RUBBISH,,2021-06-19 13:10:03
19122,RUBBISH,,2021-06-19 13:29:24
19135,RUBBISH,,2021-06-19 13:15:09
19137,RUBBISH,,2021-06-19 13:22:19
19145,RUBBISH,,2021-06-19 12:45:36
19147,RUBBISH,,2021-06-19 12:50:39
19151,RUBBISH,,2021-06-19 13:19:15
19176,RUBBISH,,2021-06-19 13:35:37
19196,RUBBISH,,2021-06-19 13:15:00
19197,RUBBISH,,2021-06-19 14:06:02
19206,RUBBISH,,2021-06-19 13:31:26
19208,RUBBISH,,2021-06-19 16:27:45
19210,RUBBISH,,2021-06-19 16:29:02
19211,RUBBISH,,2021-06-19 15:08:07
19212,RUBBISH,,2021-06-19 13:25:16
19213,RUBBISH,,2021-06-19 15:00:58
19214,RUBBISH,,2021-06-19 15:03:00
19215,RUBBISH,,2021-06-19 17:31:25
19216,RUBBISH,,2021-06-19 13:21:32
19217,RUBBISH,,2021-06-19 17:31:56
19219,RUBBISH,,2021-06-19 12:11:45
19224,RUBBISH,,2021-06-19 15:01:38
19226,RUBBISH,,2021-06-19 16:25:27
19229,RUBBISH,,2021-06-19 12:10:59
19230,RUBBISH,,2021-06-19 13:25:25
19231,RUBBISH,,2021-06-19 13:23:23
19232,RUBBISH,,2021-06-19 12:26:07
19233,RUBBISH,,2021-06-19 17:32:42
19234,RUBBISH,,2021-06-19 16:24:56
19235,RUBBISH,,2021-06-19 13:16:14
19236,RUBBISH,,2021-06-19 13:12:56
19237,RUBBISH,,2021-06-19 16:24:10
19239,RUBBISH,,2021-06-19 17:06:29
19240,RUBBISH,,2021-06-19 17:21:55
19242,RUBBISH,,2021-06-19 17:32:58
19243,RUBBISH,,2021-06-19 14:00:40
19244,RUBBISH,,2021-06-19 16:24:25
19245,RUBBISH,,2021-06-19 12:05:20
19247,RUBBISH,,2021-06-19 17:33:13
19248,RUBBISH,,2021-06-19 17:27:18
19249,RUBBISH,,2021-06-19 15:53:49
19250,RUBBISH,,2021-06-19 12:40:19
19251,RUBBISH,,2021-06-19 15:32:52
19253,RUBBISH,,2021-06-19 13:58:06
19254,RUBBISH,,2021-06-19 15:46:46
19255,RUBBISH,,2021-06-19 17:33:44
19256,RUBBISH,,2021-06-19 15:10:26
19257,RUBBISH,,2021-06-19 15:10:10
19258,RUBBISH,,2021-06-19 15:09:55
19259,RUBBISH,,2021-06-19 15:58:50
19260,RUBBISH,,2021-06-19 12:37:30
19262,RUBBISH,,2021-06-19 15:09:24
19263,RUBBISH,,2021-06-19 14:13:48
19264,RUBBISH,,2021-06-19 13:14:54
19265,RUBBISH,,2021-06-19 15:29:16
19266,RUBBISH,,2021-06-19 15:09:39
19267,RUBBISH,,2021-06-19 13:27:45
19269,RUBBISH,,2021-06-19 16:07:03
19274,RUBBISH,,2021-06-19 13:24:25
19276,RUBBISH,,2021-06-19 17:34:15
19279,RUBBISH,,2021-06-19 17:35:16
19280,RUBBISH,,2021-06-19 18:02:46
19281,RUBBISH,,2021-06-19 12:22:06
19282,RUBBISH,,2021-06-19 15:37:15
19283,RUBBISH,,2021-06-19 16:23:39
19284,RUBBISH,,2021-06-19 15:34:25
19285,RUBBISH,,2021-06-19 15:51:54
19286,RUBBISH,,2021-06-19 15:10:41
19287,RUBBISH,,2021-06-19 15:42:41
19288,RUBBISH,,2021-06-19 15:40:53
19290,RUBBISH,,2021-06-19 15:27:43
19293,RUBBISH,,2021-06-19 13:14:47
19295,RUBBISH,,2021-06-19 13:15:49
19297,RUBBISH,,2021-06-19 13:19:30
19298,RUBBISH,,2021-06-19 13:20:31
19302,RUBBISH,,2021-06-19 14:21:45
19303,RUBBISH,,2021-06-19 13:33:00
19304,RUBBISH,,2021-06-19 14:20:28
19309,RUBBISH,,2021-06-19 13:43:16
19310,RUBBISH,,2021-06-19 14:20:13
19311,RUBBISH,,2021-06-19 18:47:24
19312,RUBBISH,,2021-06-19 18:46:54
19316,RUBBISH,,2021-06-19 14:42:31
19317,RUBBISH,,2021-06-19 13:33:15
19318,RUBBISH,,2021-06-19 16:35:22
19319,RUBBISH,,2021-06-19 18:46:24
19321,RUBBISH,,2021-06-19 18:45:23
19322,RUBBISH,,2021-06-19 16:40:21
19324,RUBBISH,,2021-06-19 16:02:50
19325,RUBBISH,,2021-06-19 16:39:20
19326,RUBBISH,,2021-06-19 18:39:17
19327,RUBBISH,,2021-06-19 18:39:16
19328,RUBBISH,,2021-06-19 14:24:04
19330,RUBBISH,,2021-06-19 14:14:54
19331,RUBBISH,,2021-06-19 14:02:40
19332,RUBBISH,,2021-06-19 16:35:17
19333,RUBBISH,,2021-06-19 15:03:13
19341,RUBBISH,,2021-06-19 16:26:04
19342,RUBBISH,,2021-06-19 16:25:49
19343,RUBBISH,,2021-06-19 16:21:07
19346,RUBBISH,,2021-06-19 15:02:42
19348,RUBBISH,,2021-06-19 16:16:01
19349,RUBBISH,,2021-06-19 13:58:37
19350,RUBBISH,,2021-06-19 18:36:13
19351,RUBBISH,,2021-06-19 16:14:28
19354,RUBBISH,,2021-06-19 16:29:15
19355,RUBBISH,,2021-06-19 15:00:40
19356,RUBBISH,,2021-06-19 16:08:52
19357,RUBBISH,,2021-06-19 16:10:54
19360,RUBBISH,,2021-06-19 14:45:24
19361,RUBBISH,,2021-06-19 14:55:35
19365,RUBBISH,,2021-06-19 16:02:43
19366,RUBBISH,,2021-06-19 12:15:10
19367,RUBBISH,,2021-06-19 12:23:18
19370,RUBBISH,,2021-06-19 15:54:34
19372,RUBBISH,,2021-06-19 17:11:58
19373,RUBBISH,,2021-06-19 17:09:00
19380,RUBBISH,,2021-06-19 15:05:46
19381,RUBBISH,,2021-06-19 16:00:40
19449,RUBBISH,,2021-06-19 16:21:51
19450,RUBBISH,,2021-06-19 18:01:14
19451,RUBBISH,,2021-06-19 17:55:19
19452,RUBBISH,,2021-06-19 15:11:28
19453,RUBBISH,,2021-06-19 15:12:14
19454,RUBBISH,,2021-06-19 12:31:27
19455,RUBBISH,,2021-06-19 12:41:39
19456,RUBBISH,,2021-06-19 16:08:52
19457,RUBBISH,,2021-06-19 15:41:09
19459,RUBBISH,,2021-06-19 16:22:37
19460,RUBBISH,,2021-06-19 12:46:45
19461,RUBBISH,,2021-06-19 16:23:08
19463,RUBBISH,,2021-06-19 17:10:24
19493,RUBBISH,,2021-06-19 17:10:32
19494,RUBBISH,,2021-06-19 17:11:10
19495,RUBBISH,,2021-06-19 15:29:25
19496,RUBBISH,,2021-06-19 16:26:26
19497,RUBBISH,,2021-06-19 16:26:18
19498,RUBBISH,,2021-06-19 16:26:10
19499,RUBBISH,,2021-06-19 14:46:45
19504,RUBBISH,,2021-06-19 16:26:03
19505,RUBBISH,,2021-06-19 17:10:08
19702,RUBBISH,,2021-06-19 13:14:06
19738,RUBBISH,,2021-06-19 12:09:58
19929,RUBBISH,,2021-06-19 13:48:03
19943,RUBBISH,,2021-06-19 14:21:12
19944,RUBBISH,,2021-06-19 14:12:44
19952,RUBBISH,,2021-06-19 13:21:16
19953,RUBBISH,,2021-06-19 13:29:13
20017,RUBBISH,,2021-06-19 16:36:09
20021,RUBBISH,,2021-06-19 14:34:19
20022,RUBBISH,,2021-06-19 14:34:03
20024,RUBBISH,,2021-06-19 14:33:17
20025,RUBBISH,,2021-06-19 14:33:48
20028,RUBBISH,,2021-06-19 13:24:01
20031,RUBBISH,,2021-06-19 13:23:00
20034,RUBBISH,,2021-06-19 13:22:44
20035,RUBBISH,,2021-06-19 13:22:13
20036,RUBBISH,,2021-06-19 13:22:29
20052,RUBBISH,,2021-06-19 13:11:00
20053,RUBBISH,,2021-06-19 13:15:22
20080,RUBBISH,,2021-06-19 14:18:37
20082,RUBBISH,,2021-06-19 16:06:28
20083,RUBBISH,,2021-06-19 18:37:33
20084,RUBBISH,,2021-06-19 18:37:14
20086,RUBBISH,,2021-06-19 16:39:50
20087,RUBBISH,,2021-06-19 16:40:20
20090,RUBBISH,,2021-06-19 16:40:51
20092,RUBBISH,,2021-06-19 16:41:22
20109,RUBBISH,,2021-06-19 15:59:39
20110,RUBBISH,,2021-06-19 18:37:34
20111,RUBBISH,,2021-06-19 18:37:54
20112,RUBBISH,,2021-06-19 16:08:15
20113,RUBBISH,,2021-06-19 14:33:12
20115,RUBBISH,,2021-06-19 18:38:14
20116,RUBBISH,,2021-06-19 18:38:15
20118,RUBBISH,,2021-06-19 18:38:16
20139,RUBBISH,,2021-06-19 15:59:59
20140,RUBBISH,,2021-06-19 16:00:19
20142,RUBBISH,,2021-06-19 15:04:29
20143,RUBBISH,,2021-06-19 18:09:57
20145,RUBBISH,,2021-06-19 14:44:23
20147,RUBBISH,,2021-06-19 14:37:18
20148,RUBBISH,,2021-06-19 14:39:20
20178,RUBBISH,,2021-06-19 15:36:02
20179,RUBBISH,,2021-06-19 18:01:44
20180,RUBBISH,,2021-06-19 18:02:00
20181,RUBBISH,,2021-06-19 16:28:52
20182,RUBBISH,,2021-06-19 15:54:50
20183,RUBBISH,,2021-06-19 18:02:06
20184,RUBBISH,,2021-06-19 18:02:07
20185,RUBBISH,,2021-06-19 15:48:28
20186,RUBBISH,,2021-06-19 18:02:15
20188,RUBBISH,,2021-06-19 18:02:31
20202,RUBBISH,,2021-06-19 14:34:50
20203,RUBBISH,,2021-06-19 14:06:53
20204,RUBBISH,,2021-06-19 13:53:16
20205,RUBBISH,,2021-06-19 14:30:46
20206,RUBBISH,,2021-06-19 14:32:47
20207,RUBBISH,,2021-06-19 11:52:04
20209,RUBBISH,,2021-06-19 13:04:31
20211,RUBBISH,,2021-06-19 13:05:02
20212,RUBBISH,,2021-06-19 12:44:15
20214,RUBBISH,,2021-06-19 16:29:57
20215,RUBBISH,,2021-06-19 16:30:58
20216,RUBBISH,,2021-06-19 12:58:08
20219,RUBBISH,,2021-06-19 13:00:09
20220,RUBBISH,,2021-06-19 13:05:13
20226,RUBBISH,,2021-06-19 12:51:41
20228,RUBBISH,,2021-06-19 12:52:42
20238,RUBBISH,,2021-06-19 12:40:30
20239,RUBBISH,,2021-06-19 12:36:25
20240,RUBBISH,,2021-06-19 13:08:15
20242,RUBBISH,,2021-06-19 16:29:37
20244,RUBBISH,,2021-06-19 12:19:03
20246,RUBBISH,,2021-06-19 17:40:57
20247,RUBBISH,,2021-06-19 17:40:41
20269,RUBBISH,,2021-06-19 12:53:29
20271,RUBBISH,,2021-06-19 13:21:10
20272,RUBBISH,,2021-06-19 14:50:50
20273,RUBBISH,,2021-06-19 13:24:30
20274,RUBBISH,,2021-06-19 14:52:51
20275,RUBBISH,,2021-06-19 15:11:08
20276,RUBBISH,,2021-06-19 14:59:58
20277,RUBBISH,,2021-06-19 14:53:52
20278,RUBBISH,,2021-06-19 14:58:48
20279,RUBBISH,,2021-06-19 15:00:36
20280,RUBBISH,,2021-06-19 13:30:30
20281,RUBBISH,,2021-06-19 13:32:33
20282,RUBBISH,,2021-06-19 13:29:29
20283,RUBBISH,,2021-06-19 12:23:17
20284,RUBBISH,,2021-06-19 12:17:39
20285,RUBBISH,,2021-06-19 13:28:28
20286,RUBBISH,,2021-06-19 16:58:47
20287,RUBBISH,,2021-06-19 13:17:15
20289,RUBBISH,,2021-06-19 15:35:59
20290,RUBBISH,,2021-06-19 16:26:34
20291,RUBBISH,,2021-06-19 13:08:09
20292,RUBBISH,,2021-06-19 13:11:11
20427,RUBBISH,,2021-06-19 14:17:30
20445,RUBBISH,,2021-06-19 14:17:06
20447,RUBBISH,,2021-06-19 14:16:59
20448,RUBBISH,,2021-06-19 14:16:58
20450,RUBBISH,,2021-06-19 15:22:23
20451,RUBBISH,,2021-06-19 15:22:38
20529,RUBBISH,,2021-06-19 15:23:25
20531,RUBBISH,,2021-06-19 15:22:54
20532,RUBBISH,,2021-06-19 15:22:46
20543,RUBBISH,,2021-06-19 14:16:51
20544,RUBBISH,,2021-06-19 14:16:28
20546,RUBBISH,,2021-06-19 14:16:43
20594,RUBBISH,,2021-06-19 13:06:55
20609,RUBBISH,,2021-06-19 12:26:37
20616,RUBBISH,,2021-06-19 16:26:28
20618,RUBBISH,,2021-06-19 15:10:22
20620,RUBBISH,,2021-06-19 15:10:08
20628,RUBBISH,,2021-06-19 16:42:37
20629,RUBBISH,,2021-06-19 17:30:54
20630,RUBBISH,,2021-06-19 17:31:10
20631,RUBBISH,,2021-06-19 16:34:25
20675,RUBBISH,,2021-06-19 15:21:52
20676,RUBBISH,,2021-06-19 15:22:08
20685,RUBBISH,,2021-06-19 14:17:45
20689,RUBBISH,,2021-06-19 14:33:12
20708,RUBBISH,,2021-06-19 12:59:43
20709,RUBBISH,,2021-06-19 15:13:32
20710,RUBBISH,,2021-06-19 15:14:18
20712,RUBBISH,,2021-06-19 13:03:03
20713,RUBBISH,,2021-06-19 16:23:51
20714,RUBBISH,,2021-06-19 13:06:38
20752,RUBBISH,,2021-06-19 18:46:39
20753,RUBBISH,,2021-06-19 12:52:45
20755,RUBBISH,,2021-06-19 13:32:45
20756,RUBBISH,,2021-06-19 13:19:55
