OBJECTID,visited_status,recycling_time_visited,rubbish_time_visited
20757,RUBBISH,,2021-06-19 13:21:43
20758,RUBBISH,,2021-06-19 13:17:47
20760,RUBBISH,,2021-06-19 13:23:36
20761,RUBBISH,,2021-06-19 13:24:06
20766,RUBBISH,,2021-06-19 13:18:06
20767,RUBBISH,,2021-06-19 12:58:11
20768,RUBBISH,,2021-06-19 12:52:01
21019,RUBBISH,,2021-06-19 13:56:44
21025,RUBBISH,,2021-06-19 13:43:02
21028,RUBBISH,,2021-06-19 12:52:28
21029,RUBBISH,,2021-06-19 12:56:03
21030,RUBBISH,,2021-06-19 13:48:24
21031,RUBBISH,,2021-06-19 13:48:39
21032,RUBBISH,,2021-06-19 13:17:06
21033,RUBBISH,,2021-06-19 16:35:53
21034,RUBBISH,,2021-06-19 14:38:56
21043,RUBBISH,,2021-06-19 16:36:46
21104,RUBBISH,,2021-06-19 13:29:52
21398,RUBBISH,,2021-06-19 15:09:48
21401,RUBBISH,,2021-06-19 14:59:44
21403,RUBBISH,,2021-06-19 16:37:48
21405,RUBBISH,,2021-06-19 14:57:56
21408,RUBBISH,,2021-06-19 15:10:04
21414,RUBBISH,,2021-06-19 13:39:20
21417,RUBBISH,,2021-06-19 12:42:16
21418,RUBBISH,,2021-06-19 13:05:06
21419,RUBBISH,,2021-06-19 14:09:05
21421,RUBBISH,,2021-06-19 12:49:41
21422,RUBBISH,,2021-06-19 13:59:07
21423,RUBBISH,,2021-06-19 13:58:51
21424,RUBBISH,,2021-06-19 13:02:45
21425,RUBBISH,,2021-06-19 13:20:43
21427,RUBBISH,,2021-06-19 13:47:48
21428,RUBBISH,,2021-06-19 13:39:52
21429,RUBBISH,,2021-06-19 12:54:04
21434,RUBBISH,,2021-06-19 14:59:05
21435,RUBBISH,,2021-06-19 13:34:50
21436,RUBBISH,,2021-06-19 14:31:17
21437,RUBBISH,,2021-06-19 14:31:48
21439,RUBBISH,,2021-06-19 15:00:07
21448,RUBBISH,,2021-06-19 14:55:27
21449,RUBBISH,,2021-06-19 17:22:08
21455,RUBBISH,,2021-06-19 14:23:23
21456,RUBBISH,,2021-06-19 13:33:09
21457,RUBBISH,,2021-06-19 17:22:23
21458,RUBBISH,,2021-06-19 17:21:52
21460,RUBBISH,,2021-06-19 13:12:46
21463,RUBBISH,,2021-06-19 13:20:28
21465,RUBBISH,,2021-06-19 12:57:43
21466,RUBBISH,,2021-06-19 13:33:33
21467,RUBBISH,,2021-06-19 14:59:21
21468,RUBBISH,,2021-06-19 14:59:36
21469,RUBBISH,,2021-06-19 13:19:02
21470,RUBBISH,,2021-06-19 13:12:30
21471,RUBBISH,,2021-06-19 12:17:53
22279,RUBBISH,,2021-06-19 12:43:45
22341,RUBBISH,,2021-06-19 14:58:12
22354,RUBBISH,,2021-06-19 12:43:12
22355,RUBBISH,,2021-06-19 13:25:00
22360,RUBBISH,,2021-06-19 13:01:26
22361,RUBBISH,,2021-06-19 14:04:15
22362,RUBBISH,,2021-06-19 13:31:59
22364,RUBBISH,,2021-06-19 17:21:21
22376,RUBBISH,,2021-06-19 12:34:29
22700,RUBBISH,,2021-06-19 16:38:12
22702,RUBBISH,,2021-06-19 16:37:17
22703,RUBBISH,,2021-06-19 16:37:41
22705,RUBBISH,,2021-06-19 16:37:33
22706,RUBBISH,,2021-06-19 17:22:38
22707,RUBBISH,,2021-06-19 17:22:54
22708,RUBBISH,,2021-06-19 15:16:32
22709,RUBBISH,,2021-06-19 13:51:31
22941,RUBBISH,,2021-06-19 13:47:53
22942,RUBBISH,,2021-06-19 14:03:03
22943,RUBBISH,,2021-06-19 16:42:03
22988,RECYCLE,2021-06-19 13:53:30,
23007,RECYCLE,2021-06-19 14:06:58,
23032,RUBBISH,,2021-06-19 13:50:17
23058,RUBBISH,,2021-06-19 15:01:43
23067,RUBBISH,,2021-06-19 15:06:05
23068,RUBBISH,,2021-06-19 15:06:21
23071,RUBBISH,,2021-06-19 15:01:58
23072,RUBBISH,,2021-06-19 16:39:50
23074,RUBBISH,,2021-06-19 17:59:47
23086,RECYCLE,2021-06-19 15:38:42,
23087,RECYCLE,2021-06-19 17:10:58,
23094,RUBBISH,,2021-06-19 14:30:22
23096,RUBBISH,,2021-06-19 14:29:52
23105,RECYCLE,2021-06-19 18:03:59,
23108,RECYCLE,2021-06-19 17:23:04,
23150,RUBBISH,,2021-06-19 12:23:32
23151,RUBBISH,,2021-06-19 12:22:15
23153,RUBBISH,,2021-06-19 13:44:59
23154,RUBBISH,,2021-06-19 13:46:01
23155,RUBBISH,,2021-06-19 13:46:08
23156,RUBBISH,,2021-06-19 13:43:31
23201,RECYCLE,2021-06-19 16:06:02,
23211,RECYCLE,2021-06-19 17:58:18,
23212,RECYCLE,2021-06-19 17:24:06,
23213,RECYCLE,2021-06-19 14:04:54,
23214,RECYCLE,2021-06-19 13:49:13,
23216,RECYCLE,2021-06-19 14:53:29,
23217,RECYCLE,2021-06-19 14:48:05,
23219,RECYCLE,2021-06-19 14:36:47,
23275,RECYCLE,2021-06-19 16:41:53,
23276,RECYCLE,2021-06-19 17:49:49,
23286,RECYCLE,2021-06-19 17:08:31,
23287,RECYCLE,2021-06-19 16:08:14,
23295,RECYCLE,2021-06-19 17:33:05,
23309,RUBBISH,,2021-06-19 16:15:30
23311,RUBBISH,,2021-06-19 16:15:22
23313,RUBBISH,,2021-06-19 17:51:04
23321,RUBBISH,,2021-06-19 17:32:21
23332,RUBBISH,,2021-06-19 16:40:51
23333,RUBBISH,,2021-06-19 17:20:49
23335,RUBBISH,,2021-06-19 15:05:49
23340,RECYCLE,2021-06-19 17:11:14,
23341,RECYCLE,2021-06-19 17:11:29,
23342,RECYCLE,2021-06-19 15:37:40,
23343,RECYCLE,2021-06-19 15:37:25,
23344,RECYCLE,2021-06-19 15:36:54,
23372,RECYCLE,2021-06-19 16:42:51,
23373,RECYCLE,2021-06-19 16:42:36,
23486,RUBBISH,,2021-06-19 12:46:19
23487,RUBBISH,,2021-06-19 12:46:04
23488,RUBBISH,,2021-06-19 13:27:36
23518,RUBBISH,,2021-06-19 16:15:00
23519,RUBBISH,,2021-06-19 16:15:15
23532,RUBBISH,,2021-06-19 13:07:47
23533,RUBBISH,,2021-06-19 12:06:14
23534,RUBBISH,,2021-06-19 16:15:54
23535,RUBBISH,,2021-06-19 16:16:02
23558,RUBBISH,,2021-06-19 12:00:51
23567,RUBBISH,,2021-06-19 16:23:07
23571,RUBBISH,,2021-06-19 13:44:17
23573,RUBBISH,,2021-06-19 13:44:02
23574,RUBBISH,,2021-06-19 13:39:45
23575,RUBBISH,,2021-06-19 16:48:33
23576,RUBBISH,,2021-06-19 16:48:49
23577,RUBBISH,,2021-06-19 14:21:22
23578,RUBBISH,,2021-06-19 14:18:48
23579,RUBBISH,,2021-06-19 13:12:41
23580,RUBBISH,,2021-06-19 14:22:09
23581,RUBBISH,,2021-06-19 16:48:18
23582,RUBBISH,,2021-06-19 13:31:18
23583,RUBBISH,,2021-06-19 13:46:26
23584,RUBBISH,,2021-06-19 13:46:41
23585,RUBBISH,,2021-06-19 13:28:13
23586,RUBBISH,,2021-06-19 13:44:44
23587,RUBBISH,,2021-06-19 13:39:20
23588,RUBBISH,,2021-06-19 13:21:32
23589,RUBBISH,,2021-06-19 13:24:06
23590,RUBBISH,,2021-06-19 12:57:08
23591,RUBBISH,,2021-06-19 13:23:51
23592,RUBBISH,,2021-06-19 13:23:36
23593,RUBBISH,,2021-06-19 13:38:34
23594,RUBBISH,,2021-06-19 13:54:54
23595,RUBBISH,,2021-06-19 12:04:56
23596,RUBBISH,,2021-06-19 12:08:47
23597,RUBBISH,,2021-06-19 12:11:36
23628,RECYCLE,2021-06-19 17:08:55,
23629,RECYCLE,2021-06-19 17:08:39,
23631,RECYCLE,2021-06-19 13:31:44,
23632,RECYCLE,2021-06-19 13:41:31,
23633,RECYCLE,2021-06-19 18:13:31,
23634,RECYCLE,2021-06-19 18:13:15,
23635,RECYCLE,2021-06-19 13:20:57,
23639,RECYCLE,2021-06-19 18:13:00,
23640,RECYCLE,2021-06-19 13:13:30,
23641,RECYCLE,2021-06-19 13:05:16,
23642,RECYCLE,2021-06-19 17:17:55,
23643,RECYCLE,2021-06-19 17:09:41,
23644,RECYCLE,2021-06-19 15:39:12,
23646,RECYCLE,2021-06-19 17:09:10,
23648,RECYCLE,2021-06-19 12:45:43,
23649,RECYCLE,2021-06-19 12:37:15,
23650,RECYCLE,2021-06-19 17:13:02,
23651,RECYCLE,2021-06-19 12:31:50,
23652,RECYCLE,2021-06-19 18:12:44,
23653,RECYCLE,2021-06-19 18:12:29,
23663,RECYCLE,2021-06-19 15:31:02,
23665,RECYCLE,2021-06-19 14:24:35,
23670,RECYCLE,2021-06-19 13:53:00,
23679,RECYCLE,2021-06-19 16:07:27,
23682,RECYCLE,2021-06-19 18:13:46,
23699,RECYCLE,2021-06-19 17:08:24,
23700,RECYCLE,2021-06-19 17:08:09,
23701,RECYCLE,2021-06-19 17:07:53,
23704,RECYCLE,2021-06-19 15:04:07,
23707,RECYCLE,2021-06-19 14:53:32,
23708,RECYCLE,2021-06-19 17:49:56,
23709,RECYCLE,2021-06-19 17:50:04,
23710,RECYCLE,2021-06-19 17:26:25,
23711,RECYCLE,2021-06-19 17:50:20,
23712,RECYCLE,2021-06-19 16:21:50,
23713,RECYCLE,2021-06-19 18:05:16,
23714,RECYCLE,2021-06-19 18:14:48,
23715,RECYCLE,2021-06-19 14:40:40,
23724,RECYCLE,2021-06-19 16:38:43,
23727,RECYCLE,2021-06-19 16:39:14,
23854,RECYCLE,2021-06-19 16:40:32,
23857,RECYCLE,2021-06-19 16:42:20,
23912,RECYCLE,2021-06-19 13:21:09,
23913,RECYCLE,2021-06-19 13:23:28,
23917,RECYCLE,2021-06-19 15:40:33,
23920,RECYCLE,2021-06-19 15:54:58,
23921,RECYCLE,2021-06-19 15:53:10,
23924,RECYCLE,2021-06-19 15:55:13,
23937,RECYCLE,2021-06-19 14:35:45,
23938,RECYCLE,2021-06-19 14:37:02,
23940,RECYCLE,2021-06-19 15:39:46,
23941,RECYCLE,2021-06-19 15:40:17,
23942,RECYCLE,2021-06-19 14:17:08,
23943,RECYCLE,2021-06-19 14:04:18,
23944,RECYCLE,2021-06-19 14:17:24,
23945,RECYCLE,2021-06-19 13:42:28,
23947,RECYCLE,2021-06-19 16:25:20,
23948,RECYCLE,2021-06-19 13:14:14,
23961,RECYCLE,2021-06-19 12:37:16,
23962,RECYCLE,2021-06-19 12:34:57,
23963,RECYCLE,2021-06-19 16:25:51,
23965,RECYCLE,2021-06-19 13:00:38,
23969,RECYCLE,2021-06-19 12:33:09,
24259,RECYCLE,2021-06-19 14:25:06,
24260,RECYCLE,2021-06-19 13:49:39,
24261,RECYCLE,2021-06-19 13:52:44,
24263,RECYCLE,2021-06-19 13:37:04,
24264,RECYCLE,2021-06-19 13:34:46,
24266,RECYCLE,2021-06-19 14:20:59,
24267,RECYCLE,2021-06-19 14:24:20,
24269,RECYCLE,2021-06-19 14:25:21,
24270,RECYCLE,2021-06-19 14:25:37,
24453,RUBBISH,,2021-06-19 13:23:04
24454,RUBBISH,,2021-06-19 13:46:16
24474,RUBBISH,,2021-06-19 16:16:48
24475,RUBBISH,,2021-06-19 16:16:17
24476,RUBBISH,,2021-06-19 16:22:51
24477,RUBBISH,,2021-06-19 16:22:44
24481,RUBBISH,,2021-06-19 17:11:33
24482,RUBBISH,,2021-06-19 17:11:18
24498,RUBBISH,,2021-06-19 16:54:15
24500,BOTH,2021-06-19 18:34:45,2021-06-19 15:26:53
24501,RUBBISH,,2021-06-19 12:40:13
24503,RUBBISH,,2021-06-19 13:49:44
24504,RUBBISH,,2021-06-19 14:15:40
24745,RUBBISH,,2021-06-19 12:22:09
24880,RUBBISH,,2021-06-19 15:28:43
24881,RUBBISH,,2021-06-19 17:08:00
24900,RUBBISH,,2021-06-19 15:30:47
24902,RUBBISH,,2021-06-19 16:53:12
24903,RUBBISH,,2021-06-19 16:53:27
24904,RUBBISH,,2021-06-19 14:34:23
24909,RUBBISH,,2021-06-19 15:30:16
24911,RUBBISH,,2021-06-19 15:30:32
24926,RUBBISH,,2021-06-19 14:22:18
24931,RUBBISH,,2021-06-19 13:21:56
24932,RUBBISH,,2021-06-19 13:36:02
24933,RUBBISH,,2021-06-19 15:18:43
24934,RUBBISH,,2021-06-19 13:54:08
24935,RUBBISH,,2021-06-19 15:18:58
24936,RUBBISH,,2021-06-19 15:20:00
24939,RUBBISH,,2021-06-19 15:23:20
24941,RUBBISH,,2021-06-19 15:26:10
24943,RUBBISH,,2021-06-19 15:27:58
24947,RUBBISH,,2021-06-19 15:14:37
24952,RUBBISH,,2021-06-19 15:18:39
24964,RUBBISH,,2021-06-19 16:48:35
24965,RUBBISH,,2021-06-19 16:39:37
24966,RUBBISH,,2021-06-19 15:14:36
24974,RUBBISH,,2021-06-19 16:50:23
24976,RUBBISH,,2021-06-19 16:52:57
24978,RUBBISH,,2021-06-19 15:39:47
24979,RUBBISH,,2021-06-19 15:44:55
24981,RUBBISH,,2021-06-19 14:42:26
25032,RUBBISH,,2021-06-19 12:40:41
25035,RUBBISH,,2021-06-19 14:06:38
25036,RUBBISH,,2021-06-19 14:06:54
25037,RUBBISH,,2021-06-19 14:07:10
25039,RUBBISH,,2021-06-19 12:52:29
25040,RUBBISH,,2021-06-19 12:57:06
25042,RUBBISH,,2021-06-19 14:06:23
25043,RUBBISH,,2021-06-19 14:06:07
25046,RUBBISH,,2021-06-19 13:49:59
25255,RUBBISH,,2021-06-19 13:37:07
25257,RUBBISH,,2021-06-19 13:58:25
25258,RUBBISH,,2021-06-19 13:39:56
25390,RUBBISH,,2021-06-19 16:54:03
25391,RUBBISH,,2021-06-19 16:55:04
25393,RUBBISH,,2021-06-19 16:54:18
25394,RUBBISH,,2021-06-19 16:54:34
25395,RUBBISH,,2021-06-19 14:36:26
25398,RUBBISH,,2021-06-19 14:17:36
25399,RUBBISH,,2021-06-19 14:17:51
25668,RUBBISH,,2021-06-19 14:57:28
25669,RUBBISH,,2021-06-19 14:56:57
25670,RUBBISH,,2021-06-19 14:56:42
25673,RUBBISH,,2021-06-19 14:56:26
25675,RUBBISH,,2021-06-19 14:56:11
25676,RUBBISH,,2021-06-19 14:23:00
25677,RUBBISH,,2021-06-19 13:25:01
25678,RUBBISH,,2021-06-19 13:24:46
25679,RUBBISH,,2021-06-19 13:23:29
25681,RUBBISH,,2021-06-19 12:47:04
25682,RUBBISH,,2021-06-19 14:57:59
25683,RUBBISH,,2021-06-19 13:25:17
25684,RUBBISH,,2021-06-19 14:57:43
25686,RUBBISH,,2021-06-19 12:55:31
25687,RECYCLE,2021-06-19 18:28:19,
25688,RUBBISH,,2021-06-19 18:20:27
25693,RUBBISH,,2021-06-19 14:58:29
25694,RUBBISH,,2021-06-19 11:26:29
25695,RUBBISH,,2021-06-19 13:25:07
25696,RUBBISH,,2021-06-19 13:14:30
25697,RUBBISH,,2021-06-19 14:37:23
25698,RUBBISH,,2021-06-19 13:27:51
25699,RUBBISH,,2021-06-19 13:07:04
25700,RUBBISH,,2021-06-19 11:25:43
25701,RUBBISH,,2021-06-19 13:24:52
25702,RUBBISH,,2021-06-19 13:36:34
25703,RECYCLE,2021-06-19 18:27:25,
25704,RUBBISH,,2021-06-19 14:42:09
25705,RUBBISH,,2021-06-19 14:31:52
25707,RUBBISH,,2021-06-19 13:03:59
25708,RECYCLE,2021-06-19 18:27:17,
25709,RECYCLE,2021-06-19 18:27:09,
25778,RUBBISH,,2021-06-19 12:43:58
25781,RUBBISH,,2021-06-19 12:33:59
25782,RUBBISH,,2021-06-19 18:21:44
25783,RUBBISH,,2021-06-19 18:22:00
25784,RUBBISH,,2021-06-19 18:22:22
25790,BOTH,2021-06-19 15:17:31,2021-06-19 12:45:13
25791,BOTH,2021-06-19 14:41:43,2021-06-19 13:09:52
25793,RECYCLE,2021-06-19 13:51:50,
25795,RECYCLE,2021-06-19 13:50:02,
25797,RECYCLE,2021-06-19 14:21:56,
25798,BOTH,2021-06-19 18:31:24,2021-06-19 15:33:49
25799,BOTH,2021-06-19 18:31:38,2021-06-19 15:33:57
25800,RUBBISH,,2021-06-19 14:48:41
25801,BOTH,2021-06-19 18:32:10,2021-06-19 15:34:58
25803,BOTH,2021-06-19 18:32:57,2021-06-19 15:35:06
25804,RUBBISH,,2021-06-19 14:57:34
25822,RUBBISH,,2021-06-19 15:38:14
25823,RUBBISH,,2021-06-19 16:53:58
25824,RUBBISH,,2021-06-19 16:54:14
25836,RUBBISH,,2021-06-19 16:38:49
25837,RUBBISH,,2021-06-19 16:39:06
25838,RUBBISH,,2021-06-19 16:38:50
25841,RUBBISH,,2021-06-19 14:54:44
25842,RUBBISH,,2021-06-19 14:39:10
25843,RUBBISH,,2021-06-19 16:37:34
25845,RUBBISH,,2021-06-19 13:25:23
25846,RUBBISH,,2021-06-19 16:38:04
25847,RUBBISH,,2021-06-19 16:38:20
25848,RUBBISH,,2021-06-19 16:38:35
25849,RUBBISH,,2021-06-19 15:03:49
25850,RUBBISH,,2021-06-19 14:45:19
25856,RUBBISH,,2021-06-19 14:39:56
25857,RUBBISH,,2021-06-19 14:45:35
25858,RUBBISH,,2021-06-19 14:40:12
25861,RUBBISH,,2021-06-19 14:55:55
26037,RUBBISH,,2021-06-19 13:44:34
26079,RECYCLE,2021-06-19 18:27:33,
26080,RUBBISH,,2021-06-19 16:06:00
26081,RUBBISH,,2021-06-19 13:22:43
26082,RUBBISH,,2021-06-19 14:10:26
26087,RUBBISH,,2021-06-19 14:43:26
26088,RUBBISH,,2021-06-19 14:07:11
26090,RUBBISH,,2021-06-19 13:59:14
26094,RUBBISH,,2021-06-19 13:58:59
26099,RUBBISH,,2021-06-19 13:58:43
26103,RUBBISH,,2021-06-19 14:57:19
26104,RUBBISH,,2021-06-19 13:49:29
26105,RUBBISH,,2021-06-19 13:43:50
26106,RECYCLE,2021-06-19 14:20:54,
26107,BOTH,2021-06-19 18:33:28,2021-06-19 15:35:59
26108,BOTH,2021-06-19 18:33:12,2021-06-19 15:35:14
26109,RUBBISH,,2021-06-19 12:23:11
26111,RUBBISH,,2021-06-19 13:32:35
26112,RUBBISH,,2021-06-19 13:41:47
26113,RUBBISH,,2021-06-19 13:43:35
26146,BOTH,2021-06-19 18:34:22,2021-06-19 15:26:37
26147,BOTH,2021-06-19 18:34:14,2021-06-19 15:26:36
26148,BOTH,2021-06-19 18:34:06,2021-06-19 15:26:22
26150,BOTH,2021-06-19 13:29:27,2021-06-19 12:44:57
26151,RECYCLE,2021-06-19 18:33:43,
26152,BOTH,2021-06-19 18:33:35,2021-06-19 12:22:08
26153,RUBBISH,,2021-06-19 16:27:20
26154,RUBBISH,,2021-06-19 15:11:12
26155,RUBBISH,,2021-06-19 15:32:44
26156,RUBBISH,,2021-06-19 16:40:25
26157,RUBBISH,,2021-06-19 16:40:09
26158,RUBBISH,,2021-06-19 16:27:35
26159,RUBBISH,,2021-06-19 14:36:03
26160,RUBBISH,,2021-06-19 14:43:30
26161,RUBBISH,,2021-06-19 14:41:57
26162,RUBBISH,,2021-06-19 14:31:57
26163,RUBBISH,,2021-06-19 13:26:44
26164,RUBBISH,,2021-06-19 13:39:04
26165,RUBBISH,,2021-06-19 13:11:36
26166,RUBBISH,,2021-06-19 13:12:53
26167,RUBBISH,,2021-06-19 12:37:23
26168,RUBBISH,,2021-06-19 13:11:52
26169,RUBBISH,,2021-06-19 13:12:07
26170,RUBBISH,,2021-06-19 12:28:56
26171,RUBBISH,,2021-06-19 12:54:37
26172,RUBBISH,,2021-06-19 12:26:37
26173,RUBBISH,,2021-06-19 12:26:22
26176,RUBBISH,,2021-06-19 12:25:51
26177,RUBBISH,,2021-06-19 12:25:20
26178,RUBBISH,,2021-06-19 12:25:36
26215,RUBBISH,,2021-06-19 13:13:53
26225,RUBBISH,,2021-06-19 12:37:54
26263,RUBBISH,,2021-06-19 14:22:58
26296,RUBBISH,,2021-06-19 13:17:06
26299,RUBBISH,,2021-06-19 12:44:47
26324,RUBBISH,,2021-06-19 14:14:05
26326,RUBBISH,,2021-06-19 14:09:28
26328,RUBBISH,,2021-06-19 14:09:43
26329,RUBBISH,,2021-06-19 14:05:52
26330,RUBBISH,,2021-06-19 14:08:11
26368,RUBBISH,,2021-06-19 16:39:54
26369,RUBBISH,,2021-06-19 13:39:20
26370,RUBBISH,,2021-06-19 16:40:08
26910,RUBBISH,,2021-06-19 13:24:16
26918,RUBBISH,,2021-06-19 12:37:00
26919,RUBBISH,,2021-06-19 13:07:03
26923,RUBBISH,,2021-06-19 16:35:14
26926,RUBBISH,,2021-06-19 14:39:42
26933,RUBBISH,,2021-06-19 16:35:07
27935,RUBBISH,,2021-06-19 13:59:50
27937,RUBBISH,,2021-06-19 13:28:45
27938,RUBBISH,,2021-06-19 12:08:53
27939,RUBBISH,,2021-06-19 15:18:25
27940,RUBBISH,,2021-06-19 12:34:19
27941,RUBBISH,,2021-06-19 14:55:28
27942,RUBBISH,,2021-06-19 14:56:15
27945,RUBBISH,,2021-06-19 15:25:48
27946,RUBBISH,,2021-06-19 15:25:16
27956,RUBBISH,,2021-06-19 15:18:51
27957,RUBBISH,,2021-06-19 13:16:04
27959,RUBBISH,,2021-06-19 12:57:10
27961,RUBBISH,,2021-06-19 11:41:27
27962,RUBBISH,,2021-06-19 13:02:50
27963,RUBBISH,,2021-06-19 13:06:59
27964,RUBBISH,,2021-06-19 15:12:41
27965,RUBBISH,,2021-06-19 15:12:26
27972,RUBBISH,,2021-06-19 13:06:13
27973,RUBBISH,,2021-06-19 16:50:36
27974,RUBBISH,,2021-06-19 16:40:19
27975,RUBBISH,,2021-06-19 16:51:07
27976,RUBBISH,,2021-06-19 14:56:27
27977,RUBBISH,,2021-06-19 14:57:29
27978,RUBBISH,,2021-06-19 13:28:43
27979,RUBBISH,,2021-06-19 13:29:14
27980,RUBBISH,,2021-06-19 17:09:24
27981,RUBBISH,,2021-06-19 14:23:44
27983,RUBBISH,,2021-06-19 16:36:12
27984,RUBBISH,,2021-06-19 13:28:13
27985,RUBBISH,,2021-06-19 17:09:08
27986,RUBBISH,,2021-06-19 16:35:57
27987,RUBBISH,,2021-06-19 16:30:01
27989,RUBBISH,,2021-06-19 16:30:17
27990,RUBBISH,,2021-06-19 13:30:31
27991,RUBBISH,,2021-06-19 17:08:53
27992,RUBBISH,,2021-06-19 16:31:18
27994,RUBBISH,,2021-06-19 14:31:17
27996,RUBBISH,,2021-06-19 17:08:07
27997,RUBBISH,,2021-06-19 14:31:09
27998,RUBBISH,,2021-06-19 16:33:23
27999,RUBBISH,,2021-06-19 14:31:48
28000,RUBBISH,,2021-06-19 17:07:51
28001,RUBBISH,,2021-06-19 16:52:09
28027,RUBBISH,,2021-06-19 13:18:32
28029,RUBBISH,,2021-06-19 13:18:24
28034,RUBBISH,,2021-06-19 13:17:53
28036,RUBBISH,,2021-06-19 13:18:09
28037,RUBBISH,,2021-06-19 16:34:09
28038,RUBBISH,,2021-06-19 17:09:39
28075,RUBBISH,,2021-06-19 14:11:52
28076,RUBBISH,,2021-06-19 16:33:38
28102,RUBBISH,,2021-06-19 11:48:14
28103,RUBBISH,,2021-06-19 14:10:18
28104,RUBBISH,,2021-06-19 14:10:47
28105,RUBBISH,,2021-06-19 12:27:14
28106,RUBBISH,,2021-06-19 13:55:10
28107,RUBBISH,,2021-06-19 14:20:48
28108,RUBBISH,,2021-06-19 14:21:19
28109,RUBBISH,,2021-06-19 14:26:11
28110,RUBBISH,,2021-06-19 14:33:53
28114,RUBBISH,,2021-06-19 12:02:14
28120,RUBBISH,,2021-06-19 14:17:14
28121,RUBBISH,,2021-06-19 14:16:58
28122,RUBBISH,,2021-06-19 11:43:04
28123,RUBBISH,,2021-06-19 12:26:52
28124,RUBBISH,,2021-06-19 13:47:30
28125,RUBBISH,,2021-06-19 12:50:58
28126,RUBBISH,,2021-06-19 14:17:44
28127,RUBBISH,,2021-06-19 11:44:08
28128,RUBBISH,,2021-06-19 14:16:43
28637,RUBBISH,,2021-06-19 14:56:14
28716,RUBBISH,,2021-06-19 11:32:10
28717,RUBBISH,,2021-06-19 13:53:54
28718,RUBBISH,,2021-06-19 13:18:47
28719,RUBBISH,,2021-06-19 13:54:24
28720,RUBBISH,,2021-06-19 13:54:40
28739,RUBBISH,,2021-06-19 14:55:13
29114,RUBBISH,,2021-06-19 13:49:57
29121,RUBBISH,,2021-06-19 13:36:51
29123,RUBBISH,,2021-06-19 11:39:38
31336,RUBBISH,,2021-06-19 12:56:46
31495,RUBBISH,,2021-06-19 16:54:49
31528,RUBBISH,,2021-06-19 13:29:45
31529,RUBBISH,,2021-06-19 13:09:51
31787,RUBBISH,,2021-06-19 12:38:49
31833,RUBBISH,,2021-06-19 13:37:51
31834,RUBBISH,,2021-06-19 14:11:25
31835,RUBBISH,,2021-06-19 14:02:15
31836,RUBBISH,,2021-06-19 13:51:07
31839,RUBBISH,,2021-06-19 13:26:10
31847,RUBBISH,,2021-06-19 13:20:16
31883,RUBBISH,,2021-06-19 14:24:15
31993,RUBBISH,,2021-06-19 13:21:03
31994,RUBBISH,,2021-06-19 13:21:18
32010,RECYCLE,2021-06-19 17:31:33,
32049,RUBBISH,,2021-06-19 13:08:12
32050,RUBBISH,,2021-06-19 14:38:24
32109,RUBBISH,,2021-06-19 15:01:02
32111,RUBBISH,,2021-06-19 12:33:43
32112,RUBBISH,,2021-06-19 12:33:28
32125,RUBBISH,,2021-06-19 14:15:25
32126,RUBBISH,,2021-06-19 14:15:26
32203,RUBBISH,,2021-06-19 15:23:24
32204,RUBBISH,,2021-06-19 15:23:09
32308,RUBBISH,,2021-06-19 14:38:15
32309,RUBBISH,,2021-06-19 14:38:30
32320,RUBBISH,,2021-06-19 13:44:46
32321,RUBBISH,,2021-06-19 13:21:20
32604,RECYCLE,2021-06-19 17:32:19,
32605,RECYCLE,2021-06-19 17:32:04,
32848,RUBBISH,,2021-06-19 12:21:13
32903,RUBBISH,,2021-06-19 15:43:38
32904,RUBBISH,,2021-06-19 15:43:23
32905,RUBBISH,,2021-06-19 14:05:19
32963,RUBBISH,,2021-06-19 12:47:39
32968,RUBBISH,,2021-06-19 14:17:22
32969,RUBBISH,,2021-06-19 14:17:14
32994,RUBBISH,,2021-06-19 12:21:15
32995,RUBBISH,,2021-06-19 12:21:14
33238,RUBBISH,,2021-06-19 14:27:33
33239,RUBBISH,,2021-06-19 14:27:48
33241,RUBBISH,,2021-06-19 14:12:16
33263,RUBBISH,,2021-06-19 13:59:28
33504,RUBBISH,,2021-06-19 12:49:36
33515,RUBBISH,,2021-06-19 14:37:16
33516,RUBBISH,,2021-06-19 14:37:00
33526,RUBBISH,,2021-06-19 14:56:48
33527,RUBBISH,,2021-06-19 14:57:03
33539,RUBBISH,,2021-06-19 13:37:25
33540,RUBBISH,,2021-06-19 13:37:40
33544,RUBBISH,,2021-06-19 13:14:24
33545,RUBBISH,,2021-06-19 13:17:59
33547,RUBBISH,,2021-06-19 13:14:09
33548,RUBBISH,,2021-06-19 13:19:00
33549,RUBBISH,,2021-06-19 13:18:45
33550,RUBBISH,,2021-06-19 12:50:37
33552,RUBBISH,,2021-06-19 13:18:29
33588,RUBBISH,,2021-06-19 13:30:43
33589,RUBBISH,,2021-06-19 14:01:58
33590,RUBBISH,,2021-06-19 13:39:05
33591,RUBBISH,,2021-06-19 14:07:37
33592,RUBBISH,,2021-06-19 14:23:53
33593,RUBBISH,,2021-06-19 13:50:29
33594,RUBBISH,,2021-06-19 14:24:09
33595,RUBBISH,,2021-06-19 15:16:48
33596,RUBBISH,,2021-06-19 14:04:30
33597,RUBBISH,,2021-06-19 13:43:17
